"X","Unnamed..0","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
1234,"FN1_ITGA8_ITGB1","FN1_ITGA8_ITGB1","FN1","FN1","ITGA8_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","FN1 - (ITGA8+ITGB1)","False","FN1","","Extracellular matrix, Secreted, Extracellular space","Secreted, Acute phase, Disulfide bond, Extracellular matrix, Oxidation, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Pyrrolidone carboxylic acid, Phosphoprotein, Sulfation, Direct protein sequencing, Angiogenesis, Dwarfism, Isopeptide bond, 3D-structure, Cell adhesion, Heparin-binding, Cell shape, Repeat","secreted","False","ITGA8, ITGB1","Integrin alpha chain, Integrin beta chain","Cell membrane, Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell surface, Cell junction","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Glycoprotein, Disease variant, Developmental protein, Signal, Integrin, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Calcium, Cleavage on pair of basic residues, Cell adhesion, Repeat, Host-virus interaction, Endosome, Host cell receptor for virus entry, Magnesium, Alternative splicing, Cell projection, Phosphoprotein, Direct protein sequencing, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1235,"LAMA1_ITGA1_ITGB1","LAMA1_ITGA1_ITGB1","LAMININ","LAMA1","ITGA1_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMA1 - (ITGA1+ITGB1)","False","LAMA1","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Signal, Reference proteome, Basement membrane, Phosphoprotein, Disulfide bond, Secreted, Extracellular matrix, Repeat, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1236,"LAMA2_ITGA1_ITGB1","LAMA2_ITGA1_ITGB1","LAMININ","LAMA2","ITGA1_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMA2 - (ITGA1+ITGB1)","False","LAMA2","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein, Disease variant, Signal, Reference proteome, Congenital muscular dystrophy, Limb-girdle muscular dystrophy, Direct protein sequencing, 3D-structure, Cell adhesion, Laminin EGF-like domain, Repeat","secreted","False","ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1237,"LAMA3_ITGA1_ITGB1","LAMA3_ITGA1_ITGB1","LAMININ","LAMA3","ITGA1_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMA3 - (ITGA1+ITGB1)","False","LAMA3","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Coiled coil, Signal, Reference proteome, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Epidermolysis bullosa, Repeat, Cell adhesion, Laminin EGF-like domain, Glycoprotein","secreted","False","ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1238,"LAMA4_ITGA1_ITGB1","LAMA4_ITGA1_ITGB1","LAMININ","LAMA4","ITGA1_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMA4 - (ITGA1+ITGB1)","False","LAMA4","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Coiled coil, Signal, Reference proteome, Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Cardiomyopathy, Alternative splicing, Repeat, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1239,"LAMA5_ITGA1_ITGB1","LAMA5_ITGA1_ITGB1","LAMININ","LAMA5","ITGA1_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMA5 - (ITGA1+ITGB1)","False","LAMA5","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Signal, Reference proteome, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Repeat, 3D-structure, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1240,"LAMB1_ITGA1_ITGB1","LAMB1_ITGA1_ITGB1","LAMININ","LAMB1","ITGA1_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMB1 - (ITGA1+ITGB1)","False","LAMB1","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Signal, Reference proteome, Basement membrane, Lissencephaly, Disulfide bond, Phosphoprotein, Secreted, Extracellular matrix, Repeat, 3D-structure, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1241,"LAMB2_ITGA1_ITGB1","LAMB2_ITGA1_ITGB1","LAMININ","LAMB2","ITGA1_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMB2 - (ITGA1+ITGB1)","False","LAMB2","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Coiled coil, Signal, Reference proteome, Basement membrane, Phosphoprotein, Disulfide bond, Secreted, Extracellular matrix, Repeat, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1242,"LAMB3_ITGA1_ITGB1","LAMB3_ITGA1_ITGB1","LAMININ","LAMB3","ITGA1_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMB3 - (ITGA1+ITGB1)","False","LAMB3","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Coiled coil, Signal, Reference proteome, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Amelogenesis imperfecta, Direct protein sequencing, Epidermolysis bullosa, Repeat, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1243,"LAMC1_ITGA1_ITGB1","LAMC1_ITGA1_ITGB1","LAMININ","LAMC1","ITGA1_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMC1 - (ITGA1+ITGB1)","False","LAMC1","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Signal, Reference proteome, Basement membrane, Phosphoprotein, Disulfide bond, Secreted, Extracellular matrix, Repeat, 3D-structure, Cell adhesion, Laminin EGF-like domain, Glycoprotein","secreted","False","ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1244,"LAMC2_ITGA1_ITGB1","LAMC2_ITGA1_ITGB1","LAMININ","LAMC2","ITGA1_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMC2 - (ITGA1+ITGB1)","False","LAMC2","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Signal, Reference proteome, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Direct protein sequencing, Alternative splicing, Epidermolysis bullosa, Repeat, Cell adhesion, Heparin-binding, Laminin EGF-like domain, Glycoprotein","","","ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1245,"LAMC3_ITGA1_ITGB1","LAMC3_ITGA1_ITGB1","LAMININ","LAMC3","ITGA1_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMC3 - (ITGA1+ITGB1)","False","LAMC3","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Coiled coil, Signal, Reference proteome, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Repeat, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1246,"LAMA1_ITGA2_ITGB1","LAMA1_ITGA2_ITGB1","LAMININ","LAMA1","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMA1 - (ITGA2+ITGB1)","False","LAMA1","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Signal, Reference proteome, Basement membrane, Phosphoprotein, Disulfide bond, Secreted, Extracellular matrix, Repeat, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1247,"LAMA2_ITGA2_ITGB1","LAMA2_ITGA2_ITGB1","LAMININ","LAMA2","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMA2 - (ITGA2+ITGB1)","False","LAMA2","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein, Disease variant, Signal, Reference proteome, Congenital muscular dystrophy, Limb-girdle muscular dystrophy, Direct protein sequencing, 3D-structure, Cell adhesion, Laminin EGF-like domain, Repeat","secreted","False","ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1248,"LAMA3_ITGA2_ITGB1","LAMA3_ITGA2_ITGB1","LAMININ","LAMA3","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMA3 - (ITGA2+ITGB1)","False","LAMA3","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Coiled coil, Signal, Reference proteome, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Epidermolysis bullosa, Repeat, Cell adhesion, Laminin EGF-like domain, Glycoprotein","secreted","False","ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1249,"LAMA4_ITGA2_ITGB1","LAMA4_ITGA2_ITGB1","LAMININ","LAMA4","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMA4 - (ITGA2+ITGB1)","False","LAMA4","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Coiled coil, Signal, Reference proteome, Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Cardiomyopathy, Alternative splicing, Repeat, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1250,"LAMA5_ITGA2_ITGB1","LAMA5_ITGA2_ITGB1","LAMININ","LAMA5","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMA5 - (ITGA2+ITGB1)","False","LAMA5","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Signal, Reference proteome, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Repeat, 3D-structure, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1251,"LAMB1_ITGA2_ITGB1","LAMB1_ITGA2_ITGB1","LAMININ","LAMB1","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMB1 - (ITGA2+ITGB1)","False","LAMB1","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Signal, Reference proteome, Basement membrane, Lissencephaly, Disulfide bond, Phosphoprotein, Secreted, Extracellular matrix, Repeat, 3D-structure, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1252,"LAMB2_ITGA2_ITGB1","LAMB2_ITGA2_ITGB1","LAMININ","LAMB2","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMB2 - (ITGA2+ITGB1)","False","LAMB2","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Coiled coil, Signal, Reference proteome, Basement membrane, Phosphoprotein, Disulfide bond, Secreted, Extracellular matrix, Repeat, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1253,"LAMB3_ITGA2_ITGB1","LAMB3_ITGA2_ITGB1","LAMININ","LAMB3","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMB3 - (ITGA2+ITGB1)","False","LAMB3","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Coiled coil, Signal, Reference proteome, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Amelogenesis imperfecta, Direct protein sequencing, Epidermolysis bullosa, Repeat, Cell adhesion, Laminin EGF-like domain, Glycoprotein","","","ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1254,"LAMC1_ITGA2_ITGB1","LAMC1_ITGA2_ITGB1","LAMININ","LAMC1","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMC1 - (ITGA2+ITGB1)","False","LAMC1","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Signal, Reference proteome, Basement membrane, Phosphoprotein, Disulfide bond, Secreted, Extracellular matrix, Repeat, 3D-structure, Cell adhesion, Laminin EGF-like domain, Glycoprotein","secreted","False","ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
1255,"LAMC2_ITGA2_ITGB1","LAMC2_ITGA2_ITGB1","LAMININ","LAMC2","ITGA2_ITGB1","","","","","KEGG: hsa04512","ECM-Receptor","LAMC2 - (ITGA2+ITGB1)","False","LAMC2","","Extracellular matrix, Secreted, Extracellular space, Basement membrane","Coiled coil, Signal, Reference proteome, Basement membrane, Extracellular matrix, Disulfide bond, Secreted, Direct protein sequencing, Alternative splicing, Epidermolysis bullosa, Repeat, Cell adhesion, Heparin-binding, Laminin EGF-like domain, Glycoprotein","","","ITGA2, ITGB1","Integrin alpha chain, Integrin beta chain","Membrane, Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Host cell receptor for virus entry, Receptor, Glycoprotein, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Direct protein sequencing, Calcium, 3D-structure, Cell adhesion, Magnesium, Repeat, Endosome, Alternative splicing, Cell projection, Cell membrane, Phosphoprotein, Acetylation, Isopeptide bond, Cell junction, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","True","CellChatDB v1"
